"Nest_ID","Year","Elevation","FirstEggDate","IncubationStart","ExpectedHatch","HatchDate","D8","D16","Clutch","Brood..D16.","Status","RFID","OLD_RFID","P_sex"
"39-2",2018,"L","15-May-18","23-May-18","4-Jun-18","5-Jun-18","12-Jun-18","20-Jun-18",7,NA,"Depredated","0700EDF91A","","M"
"39-2",2018,"L","15-May-18","23-May-18","4-Jun-18","5-Jun-18","12-Jun-18","20-Jun-18",7,NA,"Depredated","0700EDFF49","","F"
"39-3",2018,"L","14-May-18","21-May-18","2-Jun-18","4-Jun-18","11-Jun-18","19-Jun-18",6,NA,"Depredated","0700EE3CB7","","M"
"39-3",2018,"L","14-May-18","21-May-18","2-Jun-18","4-Jun-18","11-Jun-18","19-Jun-18",6,NA,"Depredated","0700ED9109","","F"
"40",2018,"L","11-May-18","19-May-18","31-May-18","31-May-18","7-Jun-18","15-Jun-18",7,NA,"Depredated","0700EE023F","","M"
"40",2018,"L","11-May-18","19-May-18","31-May-18","31-May-18","7-Jun-18","15-Jun-18",7,NA,"Depredated","0700EE35D4","","F"
"41-1",2018,"L","22-May-18","31-May-18","12-Jun-18","11-Jun-18","18-Jun-18","26-Jun-18",7,NA,"Depredated","0700EDA70B","","M"
"41-1",2018,"L","22-May-18","31-May-18","12-Jun-18","11-Jun-18","18-Jun-18","26-Jun-18",7,NA,"Depredated","0700ED8B76","","F"
"41-3",2018,"L","22-May-18","2-Jun-18","14-Jun-18","13-Jun-18","20-Jun-18","28-Jun-18",7,NA,"Depredated","0700EDFEE5","","M"
"41-3",2018,"L","22-May-18","2-Jun-18","14-Jun-18","13-Jun-18","20-Jun-18","28-Jun-18",7,NA,"Depredated","0700EDCC34","","F"
"43-1",2018,"L","19-May-18","27-May-18","8-Jun-18","10-Jun-18","17-Jun-18","25-Jun-18",8,NA,"Depredated","03000365FE","","M"
"43-1",2018,"L","19-May-18","27-May-18","8-Jun-18","10-Jun-18","17-Jun-18","25-Jun-18",8,NA,"Depredated","0700EE369E","","F"
"43-3",2018,"L","23-May-18","30-May-18","11-Jun-18","12-Jun-18","19-Jun-18","27-Jun-18",6,NA,"Depredated","0700EE34AD","","M"
"43-3",2018,"L","23-May-18","30-May-18","11-Jun-18","12-Jun-18","19-Jun-18","27-Jun-18",6,NA,"Depredated","0700EE41FD","","F"
"45",2018,"L","28-May-18","2-Jun-18","14-Jun-18","16-Jun-18","23-Jun-18","1-Jul-18",5,NA,"Depredated","0700EE43BC","","M"
"45",2018,"L","28-May-18","2-Jun-18","14-Jun-18","16-Jun-18","23-Jun-18","1-Jul-18",5,NA,"Depredated","0700EDC805","","F"
"46",2018,"L","15-May-18","24-May-18","5-Jun-18","6-Jun-18","13-Jun-18","21-Jun-18",8,NA,"Success","0700EDD5E8","","M"
"46",2018,"L","15-May-18","24-May-18","5-Jun-18","6-Jun-18","13-Jun-18","21-Jun-18",8,NA,"Success","0700ED9496","","F"
"47-1",2018,"L","26-May-18","2-Jun-18","14-Jun-18","17-Jun-18","24-Jun-18","2-Jul-18",6,NA,"Success",NA,"","M"
"47-1",2018,"L","26-May-18","2-Jun-18","14-Jun-18","17-Jun-18","24-Jun-18","2-Jul-18",6,NA,"Success","0700EDF80E","","F"
"49-1",2018,"L","15-May-18","25-May-18","6-Jun-18","7-Jun-18","14-Jun-18","22-Jun-18",9,NA,"Depredated","0700ED89CE","","M"
"49-1",2018,"L","15-May-18","25-May-18","6-Jun-18","7-Jun-18","14-Jun-18","22-Jun-18",9,NA,"Depredated","0700EDCD28","","F"
"51",2018,"L","12-May-18","25-May-18","6-Jun-18","5-Jun-18","12-Jun-18","20-Jun-18",8,NA,"Depredated","0700EDD85C","","M"
"51",2018,"L","12-May-18","25-May-18","6-Jun-18","5-Jun-18","12-Jun-18","20-Jun-18",8,NA,"Depredated","0700EE378F","","F"
"51-1",2018,"L","12-May-18","23-May-18","4-Jun-18","7-Jun-18","14-Jun-18","22-Jun-18",7,NA,"Depredated","0700EDC1B1","","M"
"51-1",2018,"L","12-May-18","23-May-18","4-Jun-18","7-Jun-18","14-Jun-18","22-Jun-18",7,NA,"Depredated","300022078","","F"
"53-1",2018,"L","17-May-18","25-May-18","6-Jun-18","7-Jun-18","14-Jun-18","22-Jun-18",7,NA,"Depredated","0700EDD698","","M"
"53-1",2018,"L","17-May-18","25-May-18","6-Jun-18","7-Jun-18","14-Jun-18","22-Jun-18",7,NA,"Depredated","0700ED8EAF","","F"
"55-1",2018,"L","30-May-18","4-Jun-18","16-Jun-18","18-Jun-18","25-Jun-18","3-Jul-18",6,NA,"Depredated","0700EE38DF","","M"
"55-1",2018,"L","30-May-18","4-Jun-18","16-Jun-18","18-Jun-18","25-Jun-18","3-Jul-18",6,NA,"Depredated","0700EDE0C0","","F"
"55-6",2018,"L","19-May-18","27-May-18","8-Jun-18","9-Jun-18","16-Jun-18","24-Jun-18",8,8,"Success","0700EE41CF","","M"
"55-6",2018,"L","19-May-18","27-May-18","8-Jun-18","9-Jun-18","16-Jun-18","24-Jun-18",8,8,"Success","0700EDCC90","","F"
"58",2018,"L","23-May-18","31-May-18","12-Jun-18","13-Jun-18","20-Jun-18","28-Jun-18",7,NA,"Depredated","0700EE3937","","M"
"58",2018,"L","23-May-18","31-May-18","12-Jun-18","13-Jun-18","20-Jun-18","28-Jun-18",7,NA,"Depredated","0700EE455A","","F"
"58-3",2018,"L","20-May-18","29-May-18","10-Jun-18","10-Jun-18","17-Jun-18","25-Jun-18",8,NA,"Depredated","0700EDC24A","","M"
"58-3",2018,"L","20-May-18","29-May-18","10-Jun-18","10-Jun-18","17-Jun-18","25-Jun-18",8,NA,"Depredated","0700EE1CDF","","F"
"61-2",2018,"L","23-May-18","1-Jun-18","13-Jun-18","13-Jun-18","20-Jun-18","28-Jun-18",8,NA,"Depredated","0700EDA62A","","M"
"61-2",2018,"L","23-May-18","1-Jun-18","13-Jun-18","13-Jun-18","20-Jun-18","28-Jun-18",8,NA,"Depredated","0700ED8BB7","","F"
"64",2018,"L","2-Jun-18","7-Jun-18","19-Jun-18","21-Jun-18","28-Jun-18","6-Jul-18",6,NA,"Depredated","","","M"
"64",2018,"L","2-Jun-18","7-Jun-18","19-Jun-18","21-Jun-18","28-Jun-18","6-Jul-18",6,NA,"Depredated","0700EE39D0","","F"
"65-1",2018,"L","19-May-18","27-May-18","8-Jun-18","9-Jun-18","16-Jun-18","24-Jun-18",8,NA,"Depredated","0700EDDA07","","M"
"65-1",2018,"L","19-May-18","27-May-18","8-Jun-18","9-Jun-18","16-Jun-18","24-Jun-18",8,NA,"Depredated","0700EDDDAF","","F"
"66",2018,"L","17-May-18","28-May-18","9-Jun-18","10-Jun-18","17-Jun-18","25-Jun-18",8,4,"Success","030001AA57","","M"
"66",2018,"L","17-May-18","28-May-18","9-Jun-18","10-Jun-18","17-Jun-18","25-Jun-18",8,4,"Success","0700EE29F8","","F"
"67-1",2018,"L","20-May-18","28-May-18","9-Jun-18","9-Jun-18","16-Jun-18","24-Jun-18",7,NA,"Depredated","0700EDE4F9","","M"
"67-1",2018,"L","20-May-18","28-May-18","9-Jun-18","9-Jun-18","16-Jun-18","24-Jun-18",7,NA,"Depredated","0700ED98B4","","F"
"67-3",2018,"L","25-May-18","2-Jun-18","14-Jun-18","15-Jun-18","22-Jun-18","30-Jun-18",7,NA,"Success","","","M"
"67-3",2018,"L","25-May-18","2-Jun-18","14-Jun-18","15-Jun-18","22-Jun-18","30-Jun-18",7,NA,"Success","0700ED9715","","F"
"67-4",2018,"L","16-May-18","25-May-18","6-Jun-18","7-Jun-18","14-Jun-18","22-Jun-18",8,NA,"Success","0700EDE020","","M"
"67-4",2018,"L","16-May-18","25-May-18","6-Jun-18","7-Jun-18","14-Jun-18","22-Jun-18",8,NA,"Success","","","F"
"69-1",2018,"L","25-May-18","1-Jun-17","13-Jun-17","14-Jun-18","21-Jun-18","29-Jun-18",7,NA,"Depredated","0700EDECE1","","M"
"69-1",2018,"L","25-May-18","1-Jun-17","13-Jun-17","14-Jun-18","21-Jun-18","29-Jun-18",7,NA,"Depredated","0700EDAAAB","","F"
"71",2018,"L","19-May-18","27-May-18","8-Jun-18","11-Jun-18","18-Jun-18","26-Jun-18",8,NA,"Depredated","0700EE14A0","","M"
"71",2018,"L","19-May-18","27-May-18","8-Jun-18","11-Jun-18","18-Jun-18","26-Jun-18",8,NA,"Depredated","7","","F"
"72",2018,"L","19-May-18","27-May-18","8-Jun-18","","6-Jan-00","",7,NA,"Success","030002EB78","","M"
"72",2018,"L","19-May-18","27-May-18","8-Jun-18","","6-Jan-00","",7,NA,"Success","0700EDA87B","","F"
"76",2018,"L","17-May-18","24-May-18","5-Jun-18","7-Jun-18","14-Jun-18","22-Jun-18",6,NA,"Depredated","0700EE0441","","M"
"76",2018,"L","17-May-18","24-May-18","5-Jun-18","7-Jun-18","14-Jun-18","22-Jun-18",6,NA,"Depredated","0700EDF81A","","F"
"78",2018,"L","15-May-18","24-May-18","5-Jun-18","6-Jun-18","13-Jun-18","21-Jun-18",8,NA,"Depredated","0700EDA00F","","M"
"78",2018,"L","15-May-18","24-May-18","5-Jun-18","6-Jun-18","13-Jun-18","21-Jun-18",8,NA,"Depredated","0700EE01A3","","F"
"80",2018,"L","16-May-18","23-May-18","4-Jun-18","7-Jun-18","14-Jun-18","22-Jun-18",6,NA,"Success","0700EE133E","","M"
"80",2018,"L","16-May-18","23-May-18","4-Jun-18","7-Jun-18","14-Jun-18","22-Jun-18",6,NA,"Success","0700EE120A","","F"
"83",2018,"L","24-May-18","2-Jun-18","14-Jun-18","15-Jun-18","22-Jun-18","30-Jun-18",8,NA,"Depredated","0700ED88B3","","M"
"83",2018,"L","24-May-18","2-Jun-18","14-Jun-18","15-Jun-18","22-Jun-18","30-Jun-18",8,NA,"Depredated","0700EE279D","","F"
"86",2018,"L","20-May-18","28-May-18","9-Jun-18","10-Jun-18","17-Jun-18","25-Jun-18",8,4,"Success","","","M"
"86",2018,"L","20-May-18","28-May-18","9-Jun-18","10-Jun-18","17-Jun-18","25-Jun-18",8,4,"Success","0700EDDCB3","","F"
"87",2018,"L","21-May-18","28-May-18","9-Jun-18","6/10/2018","17-Jun-18","25-Jun-18",6,NA,"Depredated","0700EDBD83","","M"
"87",2018,"L","21-May-18","28-May-18","9-Jun-18","6/10/2018","17-Jun-18","25-Jun-18",6,NA,"Depredated","0700EE15DA","","F"
"89",2018,"L","21-May-18","29-May-18","10-Jun-18","13-Jun-18","20-Jun-18","28-Jun-18",8,NA,"Depredated","011017A296","","M"
"89",2018,"L","21-May-18","29-May-18","10-Jun-18","13-Jun-18","20-Jun-18","28-Jun-18",8,NA,"Depredated","0700EE0B93","","F"
"90A",2018,"L","24-May-18","2-Jun-18","14-Jun-18","14-Jun-18","21-Jun-18","29-Jun-18",8,NA,"Depredated","0700EDF0A1","","M"
"90A",2018,"L","24-May-18","2-Jun-18","14-Jun-18","14-Jun-18","21-Jun-18","29-Jun-18",8,NA,"Depredated","0700EDDB07","","F"
"92",2018,"L","22-May-18","28-May-18","9-Jun-18","10-Jun-18","17-Jun-18","25-Jun-18",7,NA,"Success","UNBANDED","","M"
"92",2018,"L","22-May-18","28-May-18","9-Jun-18","10-Jun-18","17-Jun-18","25-Jun-18",7,NA,"Success","0700EDB4A7","","F"
"93",2018,"L","unknown","unknown","unknown","12-Jul-18","19-Jul-18","27-Jul-18",6,5,"Success","0700EDBE2D","","M"
"93",2018,"L","unknown","unknown","unknown","12-Jul-18","19-Jul-18","27-Jul-18",6,5,"Success","0700EDB4A7","","F"
"94",2018,"L","28-May-18","4-Jun-18","16-Jun-18","18-Jun-18","25-Jun-18","3-Jul-18",8,NA,"Depredated","0700ED90EB","","M"
"94",2018,"L","28-May-18","4-Jun-18","16-Jun-18","18-Jun-18","25-Jun-18","3-Jul-18",8,NA,"Depredated","0700EE3D48","","F"
"96",2018,"L","26-May-18","1-Jun-18","13-Jun-18","18-Jun-18","25-Jun-18","3-Jul-18",6,NA,"Success","0700EDAD20","","M"
"96",2018,"L","26-May-18","1-Jun-18","13-Jun-18","18-Jun-18","25-Jun-18","3-Jul-18",6,NA,"Success","0700EDF0B4","","F"
